Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	47	90.38461538461539	4.324748661108473E-38	AT3G50330, AT3G60390, AT3G11580, AT3G02940, AT4G17500, AT3G10040, AT5G51780, AT3G60630, AT4G11140, AT2G22770, AT1G42990, AT5G60850, AT1G66140, AT5G08330, AT2G46970, AT2G47890, AT2G46990, AT1G12890, AT5G12870, AT5G53980, AT1G73830, AT1G57560, AT1G29160, AT1G72360, AT2G43140, AT1G07640, AT5G67060, AT1G01380, AT1G25560, AT5G53660, AT5G23280, AT5G47230, AT2G25820, AT5G57520, AT1G74840, AT2G28550, AT4G31550, AT5G06250, AT1G49130, AT1G36060, AT2G36080, AT1G27740, AT4G25470, AT4G28110, AT2G22430, AT5G47640, AT2G37740	52	2119	18499	7.890632373761208	4.540986094163897E-36	4.540986094163897E-36	4.844255722079123E-35
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	40	76.92307692307693	6.669508021917471E-29	AT3G50330, AT3G60390, AT3G11580, AT4G17500, AT3G60630, AT5G51780, AT4G11140, AT2G22770, AT1G42990, AT5G60850, AT1G17310, AT5G08330, AT2G46970, AT2G46990, AT1G12890, AT5G12870, AT5G53980, AT1G73830, AT1G29160, AT1G72360, AT1G07640, AT5G67060, AT1G01380, AT1G25560, AT5G53660, AT5G23280, AT5G47230, AT5G39610, AT2G25820, AT1G74840, AT2G28550, AT4G31550, AT5G06250, AT3G19580, AT1G36060, AT2G36080, AT4G25470, AT2G22430, AT5G47640, AT1G47760	52	1886	18499	7.54506892895016	7.002983423013345E-27	3.5014917115066725E-27	7.470677472929785E-26
GOTERM_BP_DIRECT	GO:0009873~ethylene-activated signaling pathway	9	17.307692307692307	2.93367380879948E-8	AT1G25560, AT1G36060, AT1G12890, AT4G17500, AT5G47230, AT4G11140, AT2G25820, AT2G28550, AT1G72360	52	179	18499	17.88687150837989	3.08035279494856E-6	1.0267853193246523E-6	3.286078590347685E-5
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	7	13.461538461538462	2.5389170529204104E-5	AT3G02940, AT5G12870, AT5G51780, AT4G28110, AT1G74840, AT1G57560, AT1G01380	52	213	18499	11.69131455399061	0.0026623464010793185	6.662521424510848E-4	0.02843534226115718
GOTERM_BP_DIRECT	GO:0010200~response to chitin	6	11.538461538461538	3.2090839823882515E-5	AT3G19580, AT4G17500, AT5G47230, AT1G42990, AT4G28110, AT4G31550	52	133	18499	16.04887218045113	0.0033639215434722036	6.736914176294073E-4	0.03593984380392268
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	6	11.538461538461538	3.212252480739925E-4	AT5G12870, AT1G27740, AT4G17500, AT5G47230, AT2G22430, AT5G67060	52	217	18499	9.836405529953916	0.03317142029523468	0.005606569107591164	0.3592232273364582
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	6	11.538461538461538	0.0013046771402166037	AT3G02940, AT5G12870, AT3G60630, AT4G28110, AT3G06740, AT1G57560	52	296	18499	7.211148648648649	0.1281000013571787	0.01939243446669625	1.4517141474351902
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	4	7.6923076923076925	0.006005517333926707	AT5G06250, AT3G19580, AT2G36080, AT4G28110	52	134	18499	10.619402985074627	0.4687276094774655	0.0760155639607798	6.524616265656791
GOTERM_BP_DIRECT	GO:0048462~carpel formation	2	3.8461538461538463	0.008248381369981093	AT3G50330, AT5G67060	52	3	18499	237.16666666666666	0.5809108808861955	0.0921083061831619	8.86017028939089
GOTERM_BP_DIRECT	GO:0009733~response to auxin	5	9.615384615384617	0.00829348441171954	AT2G46990, AT1G27740, AT5G39610, AT1G74840, AT1G57560	52	290	18499	6.133620689655173	0.5829073929543047	0.08373046028214393	8.906587236695195
GOTERM_BP_DIRECT	GO:0009751~response to salicylic acid	4	7.6923076923076925	0.008954212449435544	AT3G02940, AT5G12870, AT1G74840, AT1G57560	52	155	18499	9.180645161290322	0.6110976307058511	0.08227453887901925	9.584099831807503
GOTERM_BP_DIRECT	GO:0010500~transmitting tissue development	2	3.8461538461538463	0.010982990612244755	AT3G50330, AT5G67060	52	4	18499	177.875	0.6863864044232566	0.09211068099862196	11.635838076931515
GOTERM_BP_DIRECT	GO:0010629~negative regulation of gene expression	2	3.8461538461538463	0.04058004940251703	AT3G10040, AT2G43140	52	15	18499	47.43333333333334	0.987090237907209	0.284374152441509	37.125347657282106
GOTERM_BP_DIRECT	GO:0048366~leaf development	3	5.769230769230769	0.046581616928662556	AT5G06250, AT5G53660, AT4G11140	52	125	18499	8.538	0.9933201032917404	0.30075976434810703	41.39297105307118
GOTERM_BP_DIRECT	GO:0048467~gynoecium development	2	3.8461538461538463	0.053744512296233636	AT3G50330, AT5G67060	52	20	18499	35.575	0.9969739007242759	0.3207042802469946	46.14024140292242
GOTERM_BP_DIRECT	GO:0009753~response to jasmonic acid	3	5.769230769230769	0.06889085229100686	AT1G74840, AT1G57560, AT1G07640	52	156	18499	6.841346153846155	0.9994440159819116	0.37401144327163316	55.046020974774414
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	4	7.6923076923076925	0.09459110498637771	AT3G19580, AT5G39610, AT4G28110, AT1G74840	52	394	18499	3.6116751269035534	0.9999705761521417	0.45868145005503913	67.14453116204308
